code,barcode
986372,5000177410669
82180,5000184522737
250033,5020379152495
836809,5010827866067
218634,8437001798254
258686,5000232828736
182183,5020379076289
238863,4025500236328
112766,7613032717629
174506,5020379071512
1014251,5019890067302
1015171,5060414179766
1014776,5060414177243
728501,5011295149324
1015436,5060715581985
243307,5018095009575
75159,5017160000035
205963,5023816130575
241928,5060288540372
195458,8420063016398
1013507,3180421007615
232261,5010115100033
224367,5020379129329
253859,5000168215518
131044,5018095193694
205693,5010397005880
203624,5020379100403
88923,5011659702837
133056,5012991007390
144028,5292494000016
247756,5053827215411
260768,5055346606244
1015293,5060715580551
189031,5020379081955
1008940,3052911162565
136219,8002210112704
145153,5018929050919
1015331,5060715580933
226135,5020379130981
1011996,602464970891
259047,5026646010703
222726,8714100086193
227376,5020347003378
270541,5010933102219
658161,5011295050606
839878,50337408
254622,3412290047059
230156,5010134916721
95276,5020379008723
238940,720780033448
197033,5020379093712
124822,5000168168401
198190,5020379089746
120992,5020379032681
238213,5410531544518
228026,5708776000198
1011624,5056105109617
247207,5000232001627
1012820,5055198031348
175538,5020379071239
48641,5010693411606
195232,8000942087826
1011929,5015397468413
1014161,3043700104330
1015256,5060715580186
601500,5011295053041
147179,5020379070843
723090,5011308306447
253006,5060043329822
227784,5020379127721
114269,3329770006980
238446,5060140285298
63473,42101925
109296,5020379024624
82091,5021685792344
18573,5017506119254
223205,7613036016858
146566,5010017116972
194047,5020379088435
91729,5020055100802
191485,40406619
1013129,20053005708
224807,8718226494900
1015445,5707643440211
260129,5010228005423
241016,7322541020747
191495,5000354204517
241566,5099823001726
73793,5010092093144
135183,8010883001508
252273,5055170706820
500876,80050278
1014499,5015397583574
180583,4084500299191
1011923,5015397541796
1014711,5060414176598
260396,5010603001149
70991,5035766060406
1014177,5056132900102
244719,5099823005359
254096,5020379155946
260286,5000101959509
245442,5020379148054
227105,5033433230022
120426,5410522418392
173148,5391520184178
245533,5020379148955
1016113,5060486680993
140722,7321011574667
259224,5000232023100
202099,7622210448101
15402,50973606
177993,3500610090578
1012009,5015397492678
7689,87108132
195006,4002103248118
187566,8712100653506
254354,5020379151665
1015426,5060715581886
106723,8711000249802
249087,7613036896542
236079,5000328222486
1016337,5060144950246
186956,90111334
243805,5000354912719
257699,5011417563687
1014291,8437009886595
242988,5020379144865
786301,5709152002669
901080,5000197156912
229723,720780032168
89492,4060800103314
1012584,8719075281598
234185,5020379149662
831768,5000171010193
247147,5010153871070
194545,5020379088909
117199,69145110005
106498,7321011805907
260718,5028181074851
251083,5010485750067
257213,5000159530750
246993,8593893738430
245519,5020379149013
189735,4002359001468
181060,3500610080593
223048,5020261111494
1014268,4043055025426
159886,8718114724485
231765,5021827109702
259555,5028081007560
226609,8000430133035
155946,5018095000091
216296,5000157076649
213922,5020379111201
234003,5060108451796
240538,5000204717150
240199,5031413910872
1012789,5020261266132
232373,5060544260310
205403,7613035738119
190905,8717624249082
249084,5413226601008
233377,8000500131329
150737,5014234085073
227043,5010115822324
240519,5011929322161
240387,5020379140607
1014847,5060414177939
336222,5011295158265
248698,5000143929720
1012799,742185173314
107595,5014258500293
232949,5060544260471
237308,4005097601068
191163,5011888000018
1015159,5060414179643
87242,5601146003013
253944,5020379155755
248804,5000435010716
227878,5020379127905
233608,4060800171467
258646,5011792005420
259387,8001841760087
234189,5020379149648
105459,5020379021333
132756,5020379053396
507541,5013626111277
144732,883314374278
163538,5020379065412
86089,5014721112268
122132,8002720003202
134825,8711800903195
252803,5012427306202
1015156,3344060030094
254669,3412290017830
128198,5021507162911
932491,5022498000176
1014498,5015397583642
189743,5020379083119
257267,5020379156356
183142,5010134008693
247338,40608006
204116,5034709000295
248769,5000143923520
1014896,5060414178417
110966,4002448053286
1015161,5060414179667
226574,5000168201191
192968,3528960007312
1016565,5015397610744
129665,5020379052900
162526,5020379070256
116973,7610134002905
1012429,5060080733583
248175,5000354914140
105409,5050529008952
259399,5000168025049
227842,5020379127547
190903,8717624249051
135024,5000246725908
178537,5020379077361
87625,5013174005394
148277,5020379071048
237046,5020379139069
79357,5011295118825
205947,5012427142701
196747,5010105001524
279391,5011295212905
130106,5010663807323
63237,6901035603010
100888,5017400102949
96523,5031413948264
82289,9414024514275
71065,5011295105207
240722,80799672
259227,5016805007958
430030,5011295213759
601484,5011295053041
249203,5060080973729
197148,5000225052599
155922,5018095189246
1014176,5056132900041
1015166,5060414179711
110914,5013803991067
115879,5000354403125
160053,5020379070591
40683,8000570005056
145073,26102074817
136171,42099512
1013355,5060414174457
189385,5050442045331
1016283,7613034730268
1016635,5060265860110
1013109,8003437263156
201718,5011929132852
253184,5020379154352
1013066,5055198023442
259357,5050083545160
185936,87171259
227129,5020379131698
291791,null
197588,5011901141568
142979,7613032982430
220163,5000143981025
1012005,652508999074
50052,5011295036839
133682,8711700734776
195385,8420063016336
186689,5060414170077
255839,5020379156820
245352,5020379149341
184947,5000111616232
121708,5011273070602
143837,5013635750207
719831,5011295050071
1013458,5060414175492
235863,5020379139649
12731,5011295047903
111969,5020379029872
249256,5060151180780
748681,5000114201107
135305,8715261181017
231046,5020379134903
228223,5012035952419
722680,5011308306478
1014181,9340452007006
199862,5020379093514
250368,5000181041392
227922,5020379130783
228513,5000227511230
1012775,5020261266163
204178,5411188099154
135429,3183870000824
259029,7613039598184
145794,5055757100942
215544,5099823001726
240613,5060566143479
245132,5020379146005
35738,5011295213773
186952,8712561698603
245758,5000382107392
250694,5020379152532
143348,41500741611
233954,7613034872593
1015258,5060715580209
127207,8906010841454
147689,39047001169
1011653,5025232419715
1014600,5055198032109
223467,5011295000953
231166,8000500282373
251895,5998001705916
1011361,5056105105558
103516,6922819415148
244043,5020379146104
3004,5000354160899
1014483,5015397583413
214017,8001090215529
135102,5701455700068
226946,5010084904748
246138,4025500244811
198015,5021961176790
230443,5038512005041
71063,5707361100039
254349,5020379151726
189117,5020379082051
224728,5000159503631
133267,5020379021036
177087,9311493000196
1016708,5060217335604
1015312,5060715580742
224277,8714100614280
256398,5000237133439
129336,5055322000400
341930,5000167056464
1015345,5060715581077
201086,7622210512673
120425,5021507786599
246517,5011929137826
237178,8719214527914
135132,5011309028515
219528,5301000230172
155129,5018095189741
456200,5023173937084
88894,5010103924757
172982,5000187139741
241914,5022313997728
69852,5000159001274
864785,7310791039831
233594,5060517748623
1012800,5055198022438
107296,5060104512767
295660,5000241007719
446260,5000243875101
681874,5010421015311
1016394,3176780029276
90866,5020379006439
79367,5011295118757
195450,8420063016411
68664,5011295105870
205462,5010397005842
145848,5060006360763
246597,5010038464410
123824,5020379044677
89445,5410358464853
1014190,9340452007044
210878,5391115000821
323120,5022000310250
221936,8714100095812
253239,5020379154154
231497,5020379131285
197440,5000254502645
144256,5020379066648
245733,4009900531399
243738,7622210594662
134791,8711800903195
722400,5013635101054
253236,5020379154192
237774,4008429110498
734335,5000136093155
236427,7622210879813
485508,5022000110706
1011552,5060414172248
117243,20176750608
210833,5020379110761
247292,5020379146142
221912,4009900517720
251228,5020379152846
257127,8719200094703
51908,50642335
221474,5020379121859
432340,5011295193983
187239,5020379078405
180575,4084500299047
287431,4001724819806
107269,8711000043301
647792,5000226001572
146668,5031838051334
104019,5011295053485
385161,5011295193136
112009,5011901140646
251233,5020379152655
547800,5037531010050
185054,5030450718311
258243,8002459560618
231789,5020379134828
423900,5011295213377
109262,5060201362029
258572,null
1016333,8426365000196
134152,5020379090247
97153,5020379012225
323576,5012216705643
198792,5020379078559
515450,5000204667738
132014,5760466976350
243818,5060360503363
248768,5000143920420
238327,720780033646
250943,5010485750012
258766,5060710519235
226124,5020379130868
1016060,5010153870455
248627,5000143958621
239745,5027952013624
135539,5020379056465
181414,5020379080552
117003,3368410004504
228685,5410358442448
258614,5013635606108
235954,5020379047104
1012560,5019890087218
590414,5011295052457
190159,5020379082853
145329,7322540656152
220976,5000328741314
234747,5036200122124
98027,7702018980925
223417,5020379116787
159133,3419280014169
5286,5032990000017
239634,8000942087314
225226,5020379124171
191623,5020379088022
217323,5010652989924
1014500,5015397583611
101365,5020379017732
528240,5000204667554
655605,3179730010867
244776,5030638004830
240823,4060800130754
235238,5000166151955
259463,5060208020397
212371,80310549
259084,5020379159593
105134,5020379021470
233185,5020379136938
116724,5011417552926
258457,5020379142212
245025,5054267007918
111094,8718114995427
149787,5020379070102
155474,3052910041007
202554,5000193900632
147703,5020379068659
88316,5017726137526
247184,5020379144452
227697,54034860
254968,15018095010073
431254,5011295056691
163463,5034231530802
1015380,5060715581411
245745,5000382106845
256979,5010478224575
1014807,5060414177533
247202,5000232001641
197428,7613035258822
179568,3495566093653
174853,5000112606027
251894,5998001705916
101226,5020379015370
201983,5010115924721
198039,5021961176677
153409,5000177456957
133277,5010017093181
784800,5011295015421
243997,5053827211345
180582,4084500299191
935429,5011295050590
204124,7613035299016
1014858,5060414178042
1012732,3185370000335
191428,5020379083980
128727,4010142021616
1016442,5015397610485
225238,5020379124232
1015433,5060715581954
227927,5020379130769
187166,5060312392281
140242,5010933011207
1016631,5060265860196
244775,5030638004830
243104,5000116112159
195254,5020379089166
403470,5000187008238
247457,5020379150514
567503,5011295099780
258696,5000116018130
246316,5016878012156
127797,5060080971381
1016332,5027906080504
132975,5030104001202
205282,5410438037793
1012819,5055198031331
179485,7622210258656
127574,5010003060609
1012537,5055198031669
87694,5026420320349
251032,8001841477961
73414,5707361100039
1016455,5015397610904
255857,50000382109419
233728,5020379137300
250447,5000181041378
216278,5060343700543
255675,5010397009208
240582,8858773972176
461060,5011295230558
252846,5020379087681
204486,5011929121634
332711,5010933012464
957360,5000347071843
237044,5020379139083
248488,5020379151849
246292,8719200006751
252997,7622201126537
236283,5019503025309
200073,5017600519370
107295,5060104512798
14448,5010067340259
259287,5010035067959
1015527,8718226497512
230596,5020379129701
253897,5020379155793
258504,5020379142335
256276,5020379159111
1014860,5060414178066
174426,7321011683802
139756,5020379062398
219504,8719214524456
225889,87108729
259406,5036383003197
239784,5060140285472
190623,74472703035
226703,5020379123693
233548,5060517748456
160353,5011295212448
218638,4010198024630
244575,5020379146685
227262,721107405399
209925,8712100712197
256765,4010198017731
247463,5020379150552
237226,5060517749262
198667,8718226499592
831628,5010232991477
249055,96184424
229334,5000208076994
1014616,5055198001198
145766,8712566348251
238037,5060597160551
938241,5010105111001
101522,5020379017008
247947,5020379150996
115123,5060006360848
1015279,5060715580414
258389,5056141804002
232374,5060544260310
190597,74472703028
200046,5000178108497
82346,5017506130419
101302,5050083478529
205464,5010397000045
1014901,5060414178462
1014787,5060414177359
251765,5020379154628
901070,5000197156912
334100,4002359634420
231485,5021006008314
104055,5035766380610
1012002,702811594678
251205,5011929333884
247794,5020379150002
70981,8000700000012
1016433,5015397221841
1012603,5020261266194
194667,5020379086974
153386,5021006005276
1016329,8711177579856
188883,5012876336683
184212,5011929137758
233568,5060517748579
1014195,9340452007341
1015186,5060414179919
234176,5020379149624
178447,4000145722221
197025,5020379093699
250935,5010485750142
451300,5011295211595
1014946,5060414178912
111964,5020379029834
762591,5011295051139
234602,4009900525695
1012831,5055198029079
83199,7613031513062
216910,5023816127704
129266,5050415035031
256272,5020379159074
1015377,5060715581381
217945,5010035002486
173012,3384122491173
245348,5020379148870
252784,5020379154888
218637,4010198024630
71114,5011295107287
1011322,3052910056322
113855,50157815
237694,5012035958497
250518,4008429124570
138598,5020379058353
171641,5010825003945
216977,5000168189420
237932,50226351
227875,5020379127806
174469,5020379071475
249114,8714100905180
960070,26081
1012531,6947048865489
240207,5410522231052
224724,5000159504393
156957,5010438013638
51688,5060061110006
245097,732068882631
738500,5011295052983
113442,5020379031523
250966,7615400792061
254689,3523230016049
515730,5010652994607
472811,5000158063679
198197,5020379089760
777120,5011295165676
129985,5020379051118
131716,5028635003611
195472,8420063016541
184084,5035766060949
129913,5020379051804
258708,5028081011079
236113,5411188128977
239403,2023456789174
109532,5020379022507
692293,5011295119686
191584,5020379084154
135963,5020379058650
96172,5000243716640
164774,5020379071673
195394,8420063016367
218504,5031838910020
223963,5020379117524
116473,5000187124174
258435,745114579379
1011919,5015397541536
71085,5011295105252
221025,4251097402918
131347,5020379045452
236725,5014234087268
234755,7613035052024
235312,5000112630640
220875,90495397
199412,5031153334662
187593,8712100653780
97151,5011546445557
138937,5060089682783
148146,5060130672367
230386,5000108763291
195380,8420063016312
220869,5022313751122
249408,5020379152204
1015378,5060715581398
860676,70177020507
171328,5010487994995
134454,4000539363108
239738,5028081009052
17077,5000118202629
131685,5028635003550
253896,5099556023200
229605,5020379122948
246194,4025500245160
116472,5000187124174
201021,5011295205570
220864,5022313734736
234576,5053827169899
163581,8712000022662
144512,5000401000840
241593,5020379144308
244658,5020379146364
851670,5012035912178
259767,5020379160704
1014763,5060414177113
1015309,5060715580711
374230,50173167
223466,5011295000977
104988,7321011172788
145717,5055757100362
198730,8719075281062
588525,5010148135033
253967,5000204083866
1012442,5060080733644
228942,8006890380385
88675,5035766720225
174505,5020379071451
208988,5010034514300
142468,5020379058889
239992,5022313121338
259537,5020379157254
223504,5022977009287
217227,null
1010455,5056105101093
136524,4023600003468
856500,5011295149997
60408,5011295055281
1016270,5060090200457
83198,7613031513000
1013384,5060414174754
82382,5017506130013
257783,5000204921786
1011941,5015397546036
226646,8714100536209
195237,5000204781687
256695,5056366300280
250539,5000166153584
101024,5015821125349
204125,7613035299016
146914,85000021095
1016293,61232202471
346858,5000213018682
234118,5020379138055
658450,5011295052341
146129,5000382040989
134787,5020379048613
84613,5011038134334
181639,5020379080620
220998,5000208020447
319971,4023103090460
198791,5020379078535
232782,5011348020396
233508,3276188709531
231689,5010478214545
119728,15034739000309
248729,5000431027237
105276,5020379021159
257838,4060800303769
195059,5060331290520
1016024,5055198045567
1013138,5055198000283
49910,5010459015178
216012,5000225054647
124035,2200001240353
251817,5020379154277
168776,5020379075480
260377,4000487226999
134894,5020379055185
250697,5020379152556
996430,5000136162301
145652,5055757100102
111948,50107148
246799,7613036467445
250355,8002270026676
223418,5020379116787
255845,5020379157018
1014226,8436539292241
252703,8411457133265
245763,3068320040103
958009,5011295163245
63075,5410146407024
1014989,5060414179346
258692,5017600519387
96671,90162800
18575,5017506111098
253190,5020379154338
181445,8938506311516
255044,5060639126392
255608,7615400798612
255452,5021583002729
134706,5021006003050
145662,5055757100164
247426,5020379150415
245606,5012136012579
394020,5035660136627
250926,5010485750104
107966,5014555018583
259783,8901047039034
141653,5000159459228
131545,3368410004498
139255,5012389000903
70214,5020403450009
1014249,5019890062208
149556,5021006041014
245727,4009900531429
248395,5050974506218
156566,5020379072502
136201,42099475
82965,5023181626062
187315,20176020329
202718,5000112615470
232408,5000112628937
195364,8420063016268
1013087,5055198009668
248632,5000143955125
1011327,3052910018924
219165,5000295124431
229624,5010105001685
253706,4060800303189
320551,5000328330853
189608,5020379082730
108153,5020379016018
96127,5020379011099
195070,5060432050245
223838,5020379122412
133119,5012991012370
254688,3523230016049
478040,40099361
202016,5010115825912
259766,5056141809199
19233,3045320094008
250962,7615400770359
105100,5020379021296
1016437,5015397608901
255864,5020379157995
235632,3256540002470
111036,5010478132993
210228,5010234963809
254156,8719214528782
83983,5000146048688
222278,5000108022176
223746,5025233631840
259064,5020379156769
87573,5050083395253
253034,5060069385260
200917,5020379089623
165917,4009900463294
1016025,5055198045574
1011842,5056025409057
193438,5013635954322
1015017,5060414179629
177927,3500610073182
198955,5031413950687
750200,5011888009691
250714,5000166153447
257839,4060800303776
1015408,5060715581695
473420,5011295204665
225982,5020379123617
1012788,5020261266255
1015401,5060715581626
144996,4792024009355
108015,5014555039809
180625,5020379078535
248206,5020379151368
1013139,5055198000290
54767,5000184502524
145616,5055757100003
99089,9415549801604
195772,5020379092586
724290,5024448700037
146127,50412143
236965,5020379139564
190183,5020379082815
238414,5000157142115
249778,4010352512102
1013451,5060414175423
238057,5060597160414
258114,5055170707629
247206,5000232001528
1016019,9421902090714
254682,3523230038799
239018,5012035959272
250964,7615400792450
239405,5031396129117
106812,5021006012038
232448,5020379135382
33027,50105182
217958,5010035050883
1008821,3250670001785
131386,5020379052375
1012725,4971850507765
578286,5010024103644
1016552,5015397614179
178264,50412709
49771,5010424000772
1015400,5060715581619
895722,5010652996205
185742,8001420000870
195376,8420063016275
114921,5010186014550
112237,5050529009065
189349,5050442045171
141745,5020379060752
105277,5020379021173
243786,7622210595973
146234,5060038360021
258677,null
245629,9315743503611
200254,5014541093570
107317,5060104512750
162548,5020379070331
451330,5011295211571
1016571,5015397613813
134156,5020379090285
195771,5020379092593
1014686,5056025421363
254373,5000177009276
131842,5021006019174
116942,3057640406423
252324,5010153871216
114192,5020379035354
241728,5020379144889
1014583,5020261000002
148519,5030756002510
218747,5000175411217
255487,5000328205694
200017,5020379098694
57876,5011295045992
248628,5000143956832
255498,5000328206646
97951,5020379012553
231442,8010883000631
260774,5020379158954
162478,5020379070690
115203,5010652679009
182672,5018811000015
122685,5020379041843
258252,5000112585452
222354,5012035950194
244583,5020379146722
233145,5020379133401
256204,8717163854228
69579,5000157073594
45553,5000394019171
248482,5020379151498
205811,5011295071298
143144,5010394986052
239019,7622210925398
226959,720780032151
42697,5011295094846
84243,5011295117347
1016580,5015397613905
249916,5020379152129
185387,5010121096672
40341,5000168076218
247267,7613036926997
216304,8001090197740
132289,7622210000071
237265,5000168208602
107899,5019432446770
178296,5020379078245
222829,5020379116466
195256,5020379089166
150154,5020379067836
1016358,3263820002006
1011879,8717624244131
226545,5019312103809
1014597,5055198024524
106697,5018095186047
258879,716165280903
201011,5011295205570
201710,5011929132821
226694,5020379123679
1013079,5055198000184
198112,5021961177063
130017,41500055602
93603,6927608411110
134376,5000159457873
232368,5016451068129
1016259,3191220001766
193609,5032990001106
143304,5060113915252
246763,7804320750200
193498,5020379088497
223684,5010026515605
143836,5013635750207
539020,5011295244685
105316,5055198004205
250008,5020379152396
1016282,7613035848320
106424,5014044006343
327161,5011929120484
270771,5011659705319
1011360,5056105109501
39888,5011295223116
227888,5020379127622
194855,7622210442154
17969,8717163020524
217693,5000168197296
1014270,4043055025068
92206,5013635364107
205472,5033996008960
242286,5055198003918
31724,5011295142912
1016558,5015397613561
1008878,5060113200051
258933,3280220297313
246375,8606018611164
244342,7321011871292
1015208,8009620831386
140697,4015600414948
247994,5020379151030
211479,5010017117900
763219,5011295053461
222784,5014733002120
130703,5010075001104
855015,5011295158302
129625,5020379052726
1012889,25028250719410
235865,5020379139663
245137,5020379146029
164346,5411823038012
763177,5011295053447
178219,5020379077927
203184,5020379098984
74944,9415549814635
245398,7613036754507
223295,5060054134323
124385,5031838051358
102173,5035336002027
159219,7622300777388
234582,5020379136914
643965,5011295080153
1011560,5060414172354
191602,5020379086738
148374,8412289002262
238344,720780033684
184936,5020379078382
1016320,8711177601274
213619,5020379097116
601815,5011295052822
1014904,5060414178493
1015268,5060715580308
1013073,5055198022070
