name,url
fc0650a4-2d41-4a7e-9081-3a97307b93ad,https://www.booker.co.uk/bbimages/1/fc0650a4-2d41-4a7e-9081-3a97307b93ad.jpg
fc0650a4-2d41-4a7e-9081-3a97307b93ad,https://www.booker.co.uk/bbimages/1/fc0650a4-2d41-4a7e-9081-3a97307b93ad.jpg
588b3392-3728-428f-ae30-c27cfe80be74,https://www.booker.co.uk/bbimages/1/588b3392-3728-428f-ae30-c27cfe80be74.jpg
588b3392-3728-428f-ae30-c27cfe80be74,https://www.booker.co.uk/bbimages/1/588b3392-3728-428f-ae30-c27cfe80be74.jpg
fcaeb4ac-1dde-46ed-8456-25c23dee594f,https://www.booker.co.uk/bbimages/1/fcaeb4ac-1dde-46ed-8456-25c23dee594f.jpg
fcaeb4ac-1dde-46ed-8456-25c23dee594f,https://www.booker.co.uk/bbimages/1/fcaeb4ac-1dde-46ed-8456-25c23dee594f.jpg
noimage,https://dcveehzef7grj.cloudfront.net/img/smb/no-image-250.png
noimage,https://dcveehzef7grj.cloudfront.net/img/smb/no-image-250.png
b59698d1-050c-4e46-b929-3521790e7182,https://www.booker.co.uk/bbimages/1/b59698d1-050c-4e46-b929-3521790e7182.jpg
b59698d1-050c-4e46-b929-3521790e7182,https://www.booker.co.uk/bbimages/1/b59698d1-050c-4e46-b929-3521790e7182.jpg
noimage,https://dcveehzef7grj.cloudfront.net/img/smb/no-image-250.png
noimage,https://dcveehzef7grj.cloudfront.net/img/smb/no-image-250.png
ac50a78a-21b9-4025-8ea1-db7e7c88a702,https://www.booker.co.uk/bbimages/1/ac50a78a-21b9-4025-8ea1-db7e7c88a702.jpg
ac50a78a-21b9-4025-8ea1-db7e7c88a702,https://www.booker.co.uk/bbimages/1/ac50a78a-21b9-4025-8ea1-db7e7c88a702.jpg
50432ca1-8723-4ded-9a22-f758bf4e2681,https://www.booker.co.uk/bbimages/1/50432ca1-8723-4ded-9a22-f758bf4e2681.jpg
280a19a8-b575-471e-9a38-6c2f2d2d4f47,https://www.booker.co.uk/bbimages/1/280a19a8-b575-471e-9a38-6c2f2d2d4f47.jpg
d1a7c5ba-aca4-4189-b33c-fd53f7989261,https://www.booker.co.uk/bbimages/1/d1a7c5ba-aca4-4189-b33c-fd53f7989261.jpg
d1a7c5ba-aca4-4189-b33c-fd53f7989261,https://www.booker.co.uk/bbimages/1/d1a7c5ba-aca4-4189-b33c-fd53f7989261.jpg
b589740f-6fe5-416b-a9fd-580620111b0f,https://www.booker.co.uk/bbimages/1/b589740f-6fe5-416b-a9fd-580620111b0f.jpg
9fa01b0b-8e3f-46b2-a0c8-bee98a2fc7d0,https://www.booker.co.uk/bbimages/1/9fa01b0b-8e3f-46b2-a0c8-bee98a2fc7d0.jpg
9fa01b0b-8e3f-46b2-a0c8-bee98a2fc7d0,https://www.booker.co.uk/bbimages/1/9fa01b0b-8e3f-46b2-a0c8-bee98a2fc7d0.jpg
3807d332-ed82-4b88-b497-c98318587f89,https://www.booker.co.uk/bbimages/1/3807d332-ed82-4b88-b497-c98318587f89.jpg
06e65b6e-98bb-427e-83f2-62d88128e715,https://www.booker.co.uk/bbimages/1/06e65b6e-98bb-427e-83f2-62d88128e715.jpg
06e65b6e-98bb-427e-83f2-62d88128e715,https://www.booker.co.uk/bbimages/1/06e65b6e-98bb-427e-83f2-62d88128e715.jpg
0689e0b5-92e0-408d-9b28-7b01012ad1c0,https://www.booker.co.uk/bbimages/1/0689e0b5-92e0-408d-9b28-7b01012ad1c0.jpg
0304e94b-7d5f-4c96-880d-af92f2fac54a,https://www.booker.co.uk/bbimages/1/0304e94b-7d5f-4c96-880d-af92f2fac54a.jpg
a6b1d772-580f-4e6b-b284-045b253afd82,https://www.booker.co.uk/bbimages/1/a6b1d772-580f-4e6b-b284-045b253afd82.jpg
ea3efd25-db97-4941-b97b-29992a56ea6c,https://www.booker.co.uk/bbimages/1/ea3efd25-db97-4941-b97b-29992a56ea6c.jpg
ea3efd25-db97-4941-b97b-29992a56ea6c,https://www.booker.co.uk/bbimages/1/ea3efd25-db97-4941-b97b-29992a56ea6c.jpg
7db54266-83a3-4897-9dd0-987e20c7946e,https://www.booker.co.uk/bbimages/1/7db54266-83a3-4897-9dd0-987e20c7946e.jpg
1f764ed8-d4d3-477f-b870-7fb6d1f4c542,https://www.booker.co.uk/bbimages/1/1f764ed8-d4d3-477f-b870-7fb6d1f4c542.jpg
ddb56fbc-5efc-4972-bff1-30a99bcfe381,https://www.booker.co.uk/bbimages/1/ddb56fbc-5efc-4972-bff1-30a99bcfe381.jpg
63e6c8b9-6136-47b0-b5db-c2b7b0ba2e93,https://www.booker.co.uk/bbimages/1/63e6c8b9-6136-47b0-b5db-c2b7b0ba2e93.jpg
8169bf95-6959-4d5a-b9af-f82c16484246,https://www.booker.co.uk/bbimages/1/8169bf95-6959-4d5a-b9af-f82c16484246.jpg
6aa34840-a029-4a00-910d-ae50d5b13471,https://www.booker.co.uk/bbimages/1/6aa34840-a029-4a00-910d-ae50d5b13471.jpg
