code
142608
142609
142574
142575
142526
142527
52777
587580
242874
242876
199064
214828
175499
175500
490310
205705
190852
190853
236723
190854
190855
236725
190779
190842
236722
218828
175544
888206
575220
203074
176688
612531
176690
176692
77308
875492
875484
197061
385161
384370
243596
147703
63074
63075
238334
238335
238336
238338
134792
238339
238362
138937
138938
94445
94446
455630
455620
112425
30601
598714
598664
598030
598040
143545
143537
199428
199429
82937
82938
78855
78856
78858
78859
78862
78863
234323
234324
93603
93604
93589
93602
135801
135802
135788
135789
256946
228523
228524
198246
236721
236699
204177
204178
184054
184055
161864
162393
144671
132879
132877
199487
135809
136524
136525
220106
220107
243863
243864
243818
243819
250535
250536
250562
250564
250568
250569
250533
250534
231053
231052
195103
195104
195090
195102
161863
162392
156121
172762
172763
187024
187025
191458
191459
191484
191485
246135
246136
246133
246134
246158
246159
246193
246194
246137
246138
246212
246213
246195
246196
245724
245725
251683
251684
241873
261534
234445
240114
240115
240116
181469
181492
181533
181534
210877
210878
178704
178705
104715
104716
136517
136518
386870
325071
131796
131798
240589
240602
240587
240588
114268
114269
147178
136734
140395
90822
79342
90789
79339
481374
247076
481416
82091
81791
172982
172983
81741
81731
83411
130957
131236
83401
7170
7180
147650
147653
95511
95501
105141
105142
105134
105135
105128
105129
84626
105104
105126
105127
195771
195772
208526
208527
208528
208529
118936
84627
66963
205762
243107
464339
148145
148146
257203
257205
247898
66962
144314
144315
213297
223322
223323
227886
227887
227867
227869
227874
227875
227829
227842
227856
227857
254613
254614
254610
254611
227893
227894
227877
227878
227787
227788
227854
227855
227888
227889
227858
227859
227879
227882
227809
227812
227862
227863
138827
227767
227768
138828
121676
121677
244743
244744
84493
84494
237668
247626
240336
240337
248811
227784
239568
258696
227786
227883
236319
227885
253896
236426
191475
223333
223334
255858
191476
244499
234379
234382
244522
250933
251903
223331
223332
250935
251083
251085
254792
147794
223326
223327
250926
250929
147795
85926
85927
234376
251092
251093
147768
147792
234378
253894
250923
250925
205292
205293
147796
223328
223329
250939
250943
147797
147798
143587
143588
251086
251087
147799
229603
251251
244248
251088
251089
229604
229569
244249
149999
250916
250918
229602
229605
229606
143592
143593
253177
255407
236285
115183
132862
143589
236286
236283
236284
258654
258655
143590
236279
258656
258658
